,0,1,2,3,4,5,6,7,8
0,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
1,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
2,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
3,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
4,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
5,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
6,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
7,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
8,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
9,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
10,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
11,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
12,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
13,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
14,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
15,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
16,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
17,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
18,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
19,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
20,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
21,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
22,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
23,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
24,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
25,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
26,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
27,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
28,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
29,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
30,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
31,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
32,-1.33518139872,-0.509203839639,-0.53594973883,0.135977908157,-1.61813382782,-0.107155614112,-0.0450592885375,0.135977908157,-0.645256821937
