,DatasetName,Agency,Instrument,Physical variable,var,Units,Grid Dimension,Variable Name in Web Interface,model,userName
630,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,22.0
631,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,22.0
632,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,22.0
633,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,22.0
634,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,22.0
635,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,22.0
636,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,22.0
637,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,22.0
638,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,22.0
639,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,22.0
640,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,20.0
641,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,20.0
642,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
643,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,20.0
644,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
645,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
646,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,22.0
647,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
648,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
649,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,22.0
650,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,22.0
651,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,22.0
652,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,22.0
653,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
654,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
655,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
656,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
657,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
658,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
659,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
660,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
661,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
662,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
663,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
664,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
665,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
666,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
667,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
668,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
669,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,21.0
670,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
671,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
672,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,8.0
673,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
674,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
675,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
676,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
677,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
678,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
679,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
680,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
681,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,15.0
682,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,15.0
683,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,22.0
684,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
685,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
686,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
687,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
688,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
689,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
690,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
691,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
692,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
693,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
694,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
695,46.0,7.0,13.0,1.0,24.0,5.0,0.0,1.0,14.0,12.0
696,47.0,7.0,13.0,2.0,25.0,5.0,0.0,2.0,14.0,12.0
697,47.0,7.0,13.0,2.0,25.0,5.0,0.0,2.0,14.0,20.0
698,47.0,7.0,13.0,2.0,25.0,5.0,0.0,2.0,14.0,15.0
699,47.0,7.0,13.0,2.0,25.0,5.0,0.0,2.0,14.0,6.0
700,47.0,7.0,13.0,2.0,25.0,5.0,0.0,2.0,14.0,21.0
701,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,5.0
702,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,5.0
703,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
704,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
705,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,12.0
706,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
707,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
708,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
709,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
710,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
711,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
712,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
713,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
714,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
715,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
716,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
717,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
718,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
719,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
720,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
721,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
722,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
723,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
724,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
725,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
726,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
727,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
728,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
729,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
730,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
731,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
732,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
733,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
734,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
735,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
736,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
737,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
738,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
739,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
740,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
741,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
742,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
743,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
744,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
745,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
746,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
747,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
748,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
749,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
750,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
751,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
752,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
753,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
754,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
755,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
756,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,12.0
757,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
758,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
759,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
760,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
761,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
762,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
763,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
764,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
765,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
766,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
767,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
768,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
769,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
770,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
771,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
772,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
773,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
774,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
775,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
776,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
777,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
778,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
779,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
780,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
781,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
782,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
783,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
784,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
785,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
786,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
787,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
788,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
789,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
790,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
791,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
792,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
793,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
794,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
795,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
796,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
797,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
798,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
799,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
800,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
801,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,22.0
802,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
803,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
804,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
805,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
806,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
807,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
808,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
809,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
810,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
811,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
812,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
813,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
814,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
815,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
816,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
817,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
818,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
819,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
820,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
821,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
822,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
823,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
824,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
825,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
826,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
827,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
828,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
829,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
830,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
831,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
832,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
833,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
834,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
835,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
836,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
837,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
838,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,18.0
839,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
840,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
841,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
842,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
843,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
844,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
845,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
846,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
847,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
848,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
849,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
850,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
851,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
852,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
853,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
854,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
855,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
856,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
857,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,22.0
858,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,22.0
859,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
860,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
861,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
862,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,3.0
863,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,12.0
864,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
865,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
866,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
867,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
868,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
869,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
870,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
871,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
872,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
873,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,22.0
874,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
875,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
876,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
877,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
878,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
879,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
880,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
881,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
882,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,14.0
883,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
884,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
885,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
886,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
887,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
888,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
889,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
890,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
891,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
892,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
893,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
894,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
895,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
896,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
897,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
898,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
899,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
900,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
901,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
902,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
903,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
904,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,10.0
905,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
906,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
907,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
908,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
909,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
910,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
911,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
912,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
913,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
914,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
915,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
916,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
917,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
918,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
919,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
920,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
921,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
922,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
923,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
924,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
925,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
926,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,3.0
927,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
928,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
929,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
930,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,16.0
931,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
932,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
933,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
934,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
935,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
936,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
937,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
938,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
939,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
940,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
941,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
942,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
943,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
944,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
945,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
946,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
947,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,4.0
948,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,12.0
949,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,12.0
950,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,12.0
951,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,12.0
952,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,12.0
953,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
954,53.0,7.0,17.0,25.0,0.0,0.0,0.0,25.0,16.0,21.0
955,52.0,7.0,17.0,3.0,2.0,1.0,0.0,3.0,16.0,15.0
956,52.0,7.0,17.0,3.0,2.0,1.0,0.0,3.0,16.0,15.0
957,52.0,7.0,17.0,3.0,2.0,1.0,0.0,3.0,16.0,20.0
958,52.0,7.0,17.0,3.0,2.0,1.0,0.0,3.0,16.0,20.0
959,52.0,7.0,17.0,3.0,2.0,1.0,0.0,3.0,16.0,15.0
960,52.0,7.0,17.0,3.0,2.0,1.0,0.0,3.0,16.0,20.0
961,52.0,7.0,17.0,3.0,2.0,1.0,0.0,3.0,16.0,15.0
