,Dataset Name,Dataset Group
1604,ESM2G Air Temperature,3
1605,ESM2G Air Temperature,3
1606,ESM2G Air Temperature,3
1607,ESM2G Air Temperature,3
1608,ESM2G Air Temperature,3
1609,ESM2G Air Temperature,3
1610,ESM2G Air Temperature,3
1611,ESM2G Air Temperature,3
1612,ESM2G Air Temperature,3
1613,ESM2G Air Temperature,3
1614,ESM2G Air Temperature,3
1615,ESM2G Air Temperature,3
1616,ESM2G Air Temperature,3
1617,ESM2G Air Temperature,3
1618,ESM2G Air Temperature,3
1619,ESM2G Air Temperature,3
1620,ESM2G Air Temperature,3
1621,ESM2G Air Temperature,3
1622,ESM2G Air Temperature,3
1623,ESM2G Air Temperature,3
1624,ESM2G Air Temperature,3
1625,ESM2G Air Temperature,3
1626,ESM2G Air Temperature,3
1627,ESM2G Air Temperature,3
1628,ESM2G Air Temperature,3
1629,ESM2G Air Temperature,3
1630,ESM2G Air Temperature,3
1631,ESM2G Air Temperature,3
1632,ESM2G Air Temperature,3
1633,ESM2G Air Temperature,3
1634,ESM2G Air Temperature,3
1635,ESM2G Air Temperature,3
1636,ESM2G Air Temperature,3
1637,ESM2G Air Temperature,3
1638,ESM2G Air Temperature,3
1639,ESM2G Air Temperature,3
1640,ESM2G Air Temperature,3
1641,ESM2G Air Temperature,3
1642,ESM2G Air Temperature,3
1643,ESM2G Air Temperature,3
1644,ESM2G Air Temperature,3
1645,ESM2G Air Temperature,3
1646,ESM2G Air Temperature,3
1647,ESM2G Air Temperature,3
1648,ESM2G Air Temperature,3
1649,ESM2G Air Temperature,3
1650,ESM2G Air Temperature,3
1651,ESM2G Air Temperature,3
1652,ESM2G Air Temperature,3
1653,ESM2G Air Temperature,3
1654,ESM2G Air Temperature,3
1655,ESM2G Air Temperature,3
1656,ESM2G Air Temperature,3
1657,ESM2G Air Temperature,3
1658,ESM2G Air Temperature,3
1659,ESM2G Air Temperature,3
1660,ESM2G Air Temperature,3
1661,ESM2G Air Temperature,3
1662,ESM2G Air Temperature,3
1663,ESM2G Air Temperature,3
1664,ESM2G Air Temperature,3
1665,ESM2G Air Temperature,3
1666,ESM2G Air Temperature,3
1667,ESM2G Air Temperature,3
1668,ESM2G Air Temperature,3
1669,ESM2G Air Temperature,3
1670,ESM2G Air Temperature,3
1671,ESM2G Air Temperature,3
1672,ESM2G Air Temperature,3
1673,ESM2G Air Temperature,3
1674,ESM2G Air Temperature,3
1675,ESM2G Air Temperature,3
1676,ESM2G Air Temperature,3
1677,ESM2G Air Temperature,3
1678,ESM2G Air Temperature,3
1679,ESM2G Air Temperature,3
1680,ESM2G Air Temperature,3
1681,ESM2G Air Temperature,3
1682,ESM2G Air Temperature,3
1683,ESM2G Air Temperature,3
1684,ESM2G Air Temperature,3
1685,ESM2G Air Temperature,3
1686,ESM2G Air Temperature,3
1687,ESM2G Air Temperature,3
1688,ESM2G Air Temperature,3
1689,ESM2G Air Temperature,3
1690,ESM2G Air Temperature,3
1691,ESM2G Air Temperature,3
1692,ESM2G Air Temperature,3
1693,ESM2G Air Temperature,3
1694,ESM2G Air Temperature,3
1695,ESM2G Air Temperature,3
1696,ESM2G Air Temperature,3
1697,ESM2G Air Temperature,3
1698,ESM2G Air Temperature,3
1699,ESM2G Air Temperature,3
1700,ESM2G Air Temperature,3
1701,ESM2G Air Temperature,3
1702,ESM2G Air Temperature,3
1703,ESM2G Air Temperature,3
1704,ESM2G Air Temperature,3
1705,ESM2G Air Temperature,3
1706,ESM2G Air Temperature,3
1707,ESM2G Air Temperature,3
1708,ESM2G Air Temperature,3
1709,ESM2G Air Temperature,3
1710,ESM2G Air Temperature,3
1711,ESM2G Air Temperature,3
1712,ESM2G Air Temperature,3
1713,ESM2G Air Temperature,3
1714,ESM2G Air Temperature,3
1715,ESM2G Air Temperature,3
1716,ESM2G Air Temperature,3
1717,ESM2G Air Temperature,3
1718,ESM2G Air Temperature,3
1719,ESM2G Air Temperature,3
1720,ESM2G Air Temperature,3
1721,ESM2G Air Temperature,3
1722,ESM2G Air Temperature,3
1723,ESM2G Air Temperature,3
1724,ESM2G Specific Humidity,3
1725,ESM2G Specific Humidity,3
1726,ESM2G Specific Humidity,3
1727,ESM2G Specific Humidity,3
1728,ESM2G Specific Humidity,3
1729,ESM2G Specific Humidity,3
1730,ESM2G Specific Humidity,3
1731,ESM2G Specific Humidity,3
1732,ESM2G Specific Humidity,3
1733,ESM2G Specific Humidity,3
1734,ESM2G Specific Humidity,3
1735,ESM2G Cloud Ice Water Content,3
1736,ESM2G Cloud Ice Water Content,3
1737,ESM2G Cloud Ice Water Content,3
1738,ESM2G Cloud Ice Water Content,3
1739,ESM2G Vertical Wind Velocity,3
1740,ESM2G Vertical Wind Velocity,3
1741,ESM2G Vertical Wind Velocity,3
1742,ESM2G Vertical Wind Velocity,3
1743,ESM2G Vertical Wind Velocity,3
1744,ESM2G Vertical Wind Velocity,3
1745,ESM2G Vertical Wind Velocity,3
1746,ESM2G Vertical Wind Velocity,3
1747,ESM2G Vertical Wind Velocity,3
1748,ESM2G Vertical Wind Velocity,3
1749,ESM2G Vertical Wind Velocity,3
1750,ESM2G Vertical Wind Velocity,3
1751,ESM2G Vertical Wind Velocity,3
1752,ESM2G Vertical Wind Velocity,3
1753,ESM2G Vertical Wind Velocity,3
1754,ESM2G Vertical Wind Velocity,3
1755,ESM2G Vertical Wind Velocity,3
1756,ESM2G Vertical Wind Velocity,3
1757,ESM2G Vertical Wind Velocity,3
1758,ESM2G Vertical Wind Velocity,3
1759,ESM2G Vertical Wind Velocity,3
1760,ESM2G Vertical Wind Velocity,3
1761,ESM2G Vertical Wind Velocity,3
1762,ESM2G Vertical Wind Velocity,3
1763,ESM2G Relative Humidity,3
1764,ESM2G Relative Humidity,3
1765,ESM2G Relative Humidity,3
1766,ESM2G Relative Humidity,3
1767,ESM2G Relative Humidity,3
1768,ESM2G Relative Humidity,3
1769,ESM2G Relative Humidity,3
1770,E2-H Precipitation Flux,E2-H Precipitation Flux
1771,E2-H Precipitation Flux,E2-H Precipitation Flux
1772,E2-H Precipitation Flux,E2-H Precipitation Flux
1773,E2-H Precipitation Flux,E2-H Precipitation Flux
1774,E2-H Precipitation Flux,E2-H Precipitation Flux
1775,E2-H Precipitation Flux,E2-H Precipitation Flux
1776,E2-H Precipitation Flux,E2-H Precipitation Flux
1777,E2-H Precipitation Flux,E2-H Precipitation Flux
1778,E2-H Precipitation Flux,E2-H Precipitation Flux
1779,E2-H Precipitation Flux,E2-H Precipitation Flux
1780,E2-H Precipitation Flux,E2-H Precipitation Flux
1781,E2-H Precipitation Flux,E2-H Precipitation Flux
1782,E2-H Precipitation Flux,E2-H Precipitation Flux
1783,E2-H Precipitation Flux,E2-H Precipitation Flux
1784,E2-H Precipitation Flux,E2-H Precipitation Flux
1785,E2-H Precipitation Flux,E2-H Precipitation Flux
1786,E2-H Precipitation Flux,E2-H Precipitation Flux
1787,E2-H Precipitation Flux,E2-H Precipitation Flux
1788,E2-H Precipitation Flux,E2-H Precipitation Flux
1789,E2-H Precipitation Flux,E2-H Precipitation Flux
1790,E2-H Precipitation Flux,E2-H Precipitation Flux
1791,E2-H Precipitation Flux,E2-H Precipitation Flux
1792,E2-H Precipitation Flux,E2-H Precipitation Flux
1793,E2-H Precipitation Flux,E2-H Precipitation Flux
1794,E2-H Precipitation Flux,E2-H Precipitation Flux
1795,E2-H Precipitation Flux,E2-H Precipitation Flux
1796,E2-H Precipitation Flux,E2-H Precipitation Flux
1797,E2-H Precipitation Flux,E2-H Precipitation Flux
1798,E2-H Precipitation Flux,E2-H Precipitation Flux
1799,E2-H Precipitation Flux,E2-H Precipitation Flux
1800,E2-H Precipitation Flux,E2-H Precipitation Flux
1801,E2-H Precipitation Flux,E2-H Precipitation Flux
1802,E2-H Precipitation Flux,E2-H Precipitation Flux
1803,E2-H Precipitation Flux,E2-H Precipitation Flux
1804,E2-H Precipitation Flux,E2-H Precipitation Flux
1805,E2-H Precipitation Flux,E2-H Precipitation Flux
1806,E2-H Precipitation Flux,E2-H Precipitation Flux
1807,E2-H Precipitation Flux,E2-H Precipitation Flux
1808,E2-H Precipitation Flux,E2-H Precipitation Flux
1809,E2-H Precipitation Flux,E2-H Precipitation Flux
1810,E2-H Precipitation Flux,E2-H Precipitation Flux
1811,E2-H Precipitation Flux,E2-H Precipitation Flux
1812,E2-H Precipitation Flux,E2-H Precipitation Flux
1813,E2-H Precipitation Flux,E2-H Precipitation Flux
1814,E2-H Precipitation Flux,E2-H Precipitation Flux
1815,E2-H Precipitation Flux,E2-H Precipitation Flux
1816,E2-H Precipitation Flux,E2-H Precipitation Flux
1817,E2-H Precipitation Flux,E2-H Precipitation Flux
1818,E2-H Precipitation Flux,E2-H Precipitation Flux
1819,E2-H Precipitation Flux,E2-H Precipitation Flux
1820,E2-H Precipitation Flux,E2-H Precipitation Flux
1821,E2-H Precipitation Flux,E2-H Precipitation Flux
1822,E2-H Precipitation Flux,E2-H Precipitation Flux
1823,E2-H Precipitation Flux,E2-H Precipitation Flux
1824,E2-H Precipitation Flux,E2-H Precipitation Flux
1825,E2-H Precipitation Flux,E2-H Precipitation Flux
1826,E2-H Precipitation Flux,E2-H Precipitation Flux
1827,E2-H Precipitation Flux,E2-H Precipitation Flux
1828,E2-H Precipitation Flux,E2-H Precipitation Flux
1829,E2-H Precipitation Flux,E2-H Precipitation Flux
1830,E2-H Precipitation Flux,E2-H Precipitation Flux
1831,E2-H Precipitation Flux,E2-H Precipitation Flux
1832,E2-H Precipitation Flux,E2-H Precipitation Flux
1833,E2-H Precipitation Flux,E2-H Precipitation Flux
1834,E2-H Precipitation Flux,E2-H Precipitation Flux
1835,E2-H Precipitation Flux,E2-H Precipitation Flux
1836,E2-H Precipitation Flux,E2-H Precipitation Flux
1837,E2-H Precipitation Flux,E2-H Precipitation Flux
1838,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1839,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1840,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1841,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1842,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1843,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1844,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1845,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1846,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1847,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1848,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1849,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1850,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1851,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1852,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1853,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1854,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1855,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1856,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1857,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1858,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1859,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1860,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1861,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1862,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1863,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1864,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1865,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1866,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1867,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1868,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1869,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1870,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1871,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1872,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1873,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1874,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1875,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1876,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1877,E2-H Total Cloud Fraction,E2-H Total Cloud Fraction
1878,E2-H Surface Temperature,E2-H Surface Temperature
1879,E2-H Surface Temperature,E2-H Surface Temperature
1880,E2-H Surface Temperature,E2-H Surface Temperature
1881,E2-H Surface Temperature,E2-H Surface Temperature
1882,E2-H Surface Temperature,E2-H Surface Temperature
1883,E2-H Surface Temperature,E2-H Surface Temperature
1884,E2-H Surface Temperature,E2-H Surface Temperature
1885,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1886,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1887,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1888,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1889,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1890,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1891,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1892,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1893,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1894,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1895,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1896,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1897,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1898,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1899,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1900,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1901,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1902,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1903,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1904,E2-H Sea Surface Temperature,E2-H Sea Surface Temperature
1905,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1906,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1907,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1908,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1909,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1910,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1911,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1912,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1913,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1914,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1915,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1916,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1917,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1918,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1919,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1920,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1921,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1922,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1923,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1924,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1925,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1926,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1927,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1928,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1929,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1930,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1931,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1932,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1933,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1934,E2-H TOA Outgoing Longwave Radiation,E2-H TOA Outgoing Longwave Radiation
1935,E2-H Air Temperature,E2-H Air Temperature
1936,E2-H Air Temperature,E2-H Air Temperature
1937,E2-H Cloud Ice Water Content,E2-H Cloud Ice Water Content
1938,E2-H Cloud Ice Water Content,E2-H Cloud Ice Water Content
1939,E2-H Cloud Ice Water Content,E2-H Cloud Ice Water Content
1940,E2-H Cloud Ice Water Content,E2-H Cloud Ice Water Content
1941,E2-H Cloud Ice Water Content,E2-H Cloud Ice Water Content
1942,E2-H Cloud Ice Water Content,E2-H Cloud Ice Water Content
1943,E2-H Cloud Ice Water Content,E2-H Cloud Ice Water Content
1944,E2-R Precipitation Flux,E2-R Precipitation Flux
1945,E2-R Precipitation Flux,E2-R Precipitation Flux
1946,E2-R Precipitation Flux,E2-R Precipitation Flux
1947,E2-R Precipitation Flux,E2-R Precipitation Flux
1948,E2-R Precipitation Flux,E2-R Precipitation Flux
1949,E2-R Precipitation Flux,E2-R Precipitation Flux
1950,E2-R Precipitation Flux,E2-R Precipitation Flux
1951,E2-R Precipitation Flux,E2-R Precipitation Flux
1952,E2-R Precipitation Flux,E2-R Precipitation Flux
1953,E2-R Precipitation Flux,E2-R Precipitation Flux
1954,E2-R Precipitation Flux,E2-R Precipitation Flux
1955,E2-R Precipitation Flux,E2-R Precipitation Flux
1956,E2-R Precipitation Flux,E2-R Precipitation Flux
1957,E2-R Precipitation Flux,E2-R Precipitation Flux
1958,E2-R Precipitation Flux,E2-R Precipitation Flux
1959,E2-R Precipitation Flux,E2-R Precipitation Flux
1960,E2-R Precipitation Flux,E2-R Precipitation Flux
1961,E2-R Precipitation Flux,E2-R Precipitation Flux
1962,E2-R Precipitation Flux,E2-R Precipitation Flux
1963,E2-R Precipitation Flux,E2-R Precipitation Flux
1964,E2-R Precipitation Flux,E2-R Precipitation Flux
1965,E2-R Precipitation Flux,E2-R Precipitation Flux
1966,E2-R Precipitation Flux,E2-R Precipitation Flux
1967,E2-R Precipitation Flux,E2-R Precipitation Flux
1968,E2-R Precipitation Flux,E2-R Precipitation Flux
1969,E2-R Precipitation Flux,E2-R Precipitation Flux
1970,E2-R Precipitation Flux,E2-R Precipitation Flux
1971,E2-R Precipitation Flux,E2-R Precipitation Flux
1972,E2-R Precipitation Flux,E2-R Precipitation Flux
1973,E2-R Precipitation Flux,E2-R Precipitation Flux
1974,E2-R Precipitation Flux,E2-R Precipitation Flux
1975,E2-R Precipitation Flux,E2-R Precipitation Flux
1976,E2-R Precipitation Flux,E2-R Precipitation Flux
1977,E2-R Precipitation Flux,E2-R Precipitation Flux
1978,E2-R Precipitation Flux,E2-R Precipitation Flux
1979,E2-R Total Cloud Fraction,E2-R Total Cloud Fraction
1980,E2-R Total Cloud Fraction,E2-R Total Cloud Fraction
1981,E2-R Total Cloud Fraction,E2-R Total Cloud Fraction
1982,E2-R Total Cloud Fraction,E2-R Total Cloud Fraction
1983,E2-R Sea Surface Temperature,E2-R Sea Surface Temperature
1984,E2-R Cloud Liquid Water Content,E2-R Cloud Liquid Water Content
1985,E2-R Cloud Liquid Water Content,E2-R Cloud Liquid Water Content
1986,CAM5 Precipitation Flux,CAM5 Precipitation Flux
1987,CAM5 Precipitation Flux,CAM5 Precipitation Flux
1988,CAM5 Precipitation Flux,CAM5 Precipitation Flux
1989,CAM5 Precipitation Flux,CAM5 Precipitation Flux
1990,CAM5 Precipitation Flux,CAM5 Precipitation Flux
1991,CAM5 Precipitation Flux,CAM5 Precipitation Flux
1992,CAM5 Precipitation Flux,CAM5 Precipitation Flux
1993,CAM5 Precipitation Flux,CAM5 Precipitation Flux
1994,CAM5 Precipitation Flux,CAM5 Precipitation Flux
1995,CAM5 Precipitation Flux,CAM5 Precipitation Flux
1996,CAM5 Precipitation Flux,CAM5 Precipitation Flux
1997,CAM5 Precipitation Flux,CAM5 Precipitation Flux
1998,CAM5 Precipitation Flux,CAM5 Precipitation Flux
1999,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2000,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2001,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2002,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2003,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2004,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2005,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2006,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2007,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2008,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2009,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2010,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2011,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2012,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2013,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2014,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2015,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2016,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2017,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2018,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2019,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2020,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2021,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2022,CAM5 Precipitation Flux,CAM5 Precipitation Flux
2023,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2024,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2025,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2026,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2027,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2028,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2029,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2030,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2031,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2032,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2033,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2034,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2035,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2036,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2037,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2038,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2039,CAM5 Total Cloud Fraction,CAM5 Total Cloud Fraction
2040,CAM5 Sea Surface Temperature,CAM5 Sea Surface Temperature
2041,CAM5 Sea Surface Temperature,CAM5 Sea Surface Temperature
2042,CAM5 Sea Surface Temperature,CAM5 Sea Surface Temperature
2043,CAM5 Sea Surface Temperature,CAM5 Sea Surface Temperature
2044,CAM5 Sea Surface Temperature,CAM5 Sea Surface Temperature
2045,CAM5 Sea Surface Temperature,CAM5 Sea Surface Temperature
2046,CAM5 TOA Outgoing Longwave Radiation,CAM5 TOA Outgoing Longwave Radiation
2047,CAM5 TOA Outgoing Longwave Radiation,CAM5 TOA Outgoing Longwave Radiation
2048,CAM5 TOA Outgoing Longwave Radiation,CAM5 TOA Outgoing Longwave Radiation
2049,CAM5 TOA Outgoing Longwave Radiation,CAM5 TOA Outgoing Longwave Radiation
2050,CAM5 TOA Outgoing Longwave Radiation,CAM5 TOA Outgoing Longwave Radiation
2051,CAM5 TOA Outgoing Longwave Radiation,CAM5 TOA Outgoing Longwave Radiation
2052,CAM5 TOA Outgoing Longwave Radiation,CAM5 TOA Outgoing Longwave Radiation
2053,CAM5 TOA Outgoing Longwave Radiation,CAM5 TOA Outgoing Longwave Radiation
2054,CAM5 TOA Outgoing Longwave Radiation,CAM5 TOA Outgoing Longwave Radiation
2055,CAM5 TOA Outgoing Longwave Radiation,CAM5 TOA Outgoing Longwave Radiation
2056,CAM5 TOA Outgoing Longwave Radiation,CAM5 TOA Outgoing Longwave Radiation
2057,CAM5 Cloud Ice Water Content,CAM5 Cloud Ice Water Content
2058,CAM5 Cloud Ice Water Content,CAM5 Cloud Ice Water Content
2059,CAM5 Cloud Ice Water Content,CAM5 Cloud Ice Water Content
2060,CAM5 Cloud Ice Water Content,CAM5 Cloud Ice Water Content
2061,NORESM Precipitation Flux,NORESM Precipitation Flux
2062,NORESM Precipitation Flux,NORESM Precipitation Flux
2063,NORESM Precipitation Flux,NORESM Precipitation Flux
2064,NORESM Precipitation Flux,NORESM Precipitation Flux
2065,NORESM Precipitation Flux,NORESM Precipitation Flux
2066,NORESM Precipitation Flux,NORESM Precipitation Flux
2067,NORESM Precipitation Flux,NORESM Precipitation Flux
2068,NORESM Precipitation Flux,NORESM Precipitation Flux
2069,NORESM Precipitation Flux,NORESM Precipitation Flux
2070,NORESM Precipitation Flux,NORESM Precipitation Flux
2071,NORESM Precipitation Flux,NORESM Precipitation Flux
2072,NORESM Precipitation Flux,NORESM Precipitation Flux
2073,NORESM Precipitation Flux,NORESM Precipitation Flux
2074,NORESM Precipitation Flux,NORESM Precipitation Flux
2075,NORESM Precipitation Flux,NORESM Precipitation Flux
2076,NORESM Precipitation Flux,NORESM Precipitation Flux
2077,NORESM Precipitation Flux,NORESM Precipitation Flux
2078,NORESM Precipitation Flux,NORESM Precipitation Flux
2079,NORESM Precipitation Flux,NORESM Precipitation Flux
2080,NORESM Precipitation Flux,NORESM Precipitation Flux
2081,NORESM Precipitation Flux,NORESM Precipitation Flux
2082,NORESM Precipitation Flux,NORESM Precipitation Flux
2083,NORESM Precipitation Flux,NORESM Precipitation Flux
2084,NORESM Precipitation Flux,NORESM Precipitation Flux
2085,NORESM Precipitation Flux,NORESM Precipitation Flux
2086,NORESM Precipitation Flux,NORESM Precipitation Flux
2087,NORESM Precipitation Flux,NORESM Precipitation Flux
2088,NORESM Precipitation Flux,NORESM Precipitation Flux
2089,NORESM Precipitation Flux,NORESM Precipitation Flux
2090,NORESM Precipitation Flux,NORESM Precipitation Flux
2091,NORESM Precipitation Flux,NORESM Precipitation Flux
2092,NORESM Total Cloud Fraction,NORESM Total Cloud Fraction
2093,NORESM Total Cloud Fraction,NORESM Total Cloud Fraction
2094,NORESM Total Cloud Fraction,NORESM Total Cloud Fraction
2095,NORESM Sea Surface Temperature,NORESM Sea Surface Temperature
2096,NORESM Sea Surface Temperature,NORESM Sea Surface Temperature
2097,NORESM Sea Surface Temperature,NORESM Sea Surface Temperature
2098,NORESM Sea Surface Temperature,NORESM Sea Surface Temperature
2099,NORESM Air Temperature,NORESM Air Temperature
2100,NORESM Air Temperature,NORESM Air Temperature
2101,NORESM Air Temperature,NORESM Air Temperature
2102,NORESM Air Temperature,NORESM Air Temperature
2103,NORESM Air Temperature,NORESM Air Temperature
2104,NORESM Air Temperature,NORESM Air Temperature
2105,NORESM Air Temperature,NORESM Air Temperature
2106,NORESM Air Temperature,NORESM Air Temperature
