id,executionStartTime,model,var,userName
4991,9/4/2015 13:08,nasa_ceres,rsds,kwillmot
4992,9/4/2015 13:08,nasa_airs,tas,kwillmot
4992,9/4/2015 13:08,nasa_ceres,rsds,kwillmot
4993,9/4/2015 13:09,nasa_airs,tas,kwillmot
4993,9/4/2015 13:09,nasa_ceres,rsds,kwillmot
4994,9/4/2015 13:09,nasa_airs,tas,kwillmot
4994,9/4/2015 13:09,nasa_ceres,rsds,kwillmot
4995,9/4/2015 13:10,nasa_ceres,rsds,kwillmot
4995,9/4/2015 13:10,nasa_modis,lai,kwillmot
4996,9/4/2015 13:10,nasa_ceres,rsds,kwillmot
4996,9/4/2015 13:10,nasa_modis,lai,kwillmot
4997,9/4/2015 13:24,nasa_modis,lai,jnanteza
4998,9/4/2015 13:25,nasa_modis,lai,jnanteza
4999,9/4/2015 13:26,nasa_modis,lai,jnanteza
5000,9/4/2015 13:26,nasa_modis,lai,jnanteza
5001,9/4/2015 13:27,nasa_modis,lai,jnanteza
5002,9/4/2015 13:27,nasa_modis,lai,jnanteza
5003,9/4/2015 13:33,nasa_modis,lai,jnanteza
5004,9/4/2015 13:34,nasa_modis,lai,jnanteza
5005,9/4/2015 15:38,nasa_amsre,tos,ochimborazo
5005,9/4/2015 15:38,nasa_trmm,pr,ochimborazo
5006,9/4/2015 15:39,nasa_amsre,tos,ochimborazo
5006,9/4/2015 15:39,nasa_trmm,pr,ochimborazo
5007,9/4/2015 15:44,nasa_modis,clt,ochimborazo
5008,9/4/2015 15:45,nasa_modis,clt,ochimborazo
5009,9/4/2015 15:46,nasa_amsre,tos,ochimborazo
5010,9/4/2015 15:55,nasa_amsre,tos,ochimborazo
5011,9/4/2015 16:00,nasa_trmm,pr,ochimborazo
5012,9/4/2015 16:06,nasa_gpcp,pr,ochimborazo
5013,9/4/2015 16:10,nasa_quikscat,uas,ochimborazo
5014,9/4/2015 16:10,nasa_quikscat,uas,ochimborazo
5015,9/4/2015 16:12,nasa_quikscat,vas,ochimborazo
5016,9/4/2015 16:13,nasa_quikscat,sfcWind,ochimborazo
5017,9/4/2015 16:21,nasa_aviso,zos,ochimborazo
5018,9/4/2015 16:28,noaa_nodc,ohc700,ochimborazo
5019,9/4/2015 16:32,noaa_nodc,ohc2000,ochimborazo
5020,9/4/2015 16:33,noaa_nodc,ohc2000,ochimborazo
5021,9/4/2015 16:37,nasa_ceres,rlds,ochimborazo
5022,9/4/2015 16:38,nasa_mls,ta,ochimborazo
5023,9/4/2015 16:38,nasa_mls,hus,ochimborazo
5024,9/4/2015 16:39,argo_argo,ot,ochimborazo
5025,9/4/2015 16:40,argo_argo,ot,ochimborazo
5026,9/4/2015 16:39,argo_argo,ot,ochimborazo
