,userName,Dataset Name,executionStartTime
428,fcannon,ESM2G Near-Surface Wind Speed,9/2/2015 14:58
429,fcannon,ESM2G Near-Surface Wind Speed,9/2/2015 14:59
430,jnanteza,ESM2G Near-Surface Wind Speed,9/2/2015 15:01
431,jnanteza,ESM2G Near-Surface Wind Speed,9/2/2015 15:01
432,jnanteza,ESM2G Near-Surface Wind Speed,9/2/2015 15:05
433,jnanteza,ESM2G Near-Surface Wind Speed,9/2/2015 15:06
434,admin,ESM2G Near-Surface Wind Speed,9/2/2015 15:08
435,rbuchholz,ESM2G Near-Surface Wind Speed,9/2/2015 15:19
436,mlinz,ESM2G Near-Surface Wind Speed,9/2/2015 15:21
437,btang,ESM2G Sea Surface Height,9/1/2015 21:57
438,jnanteza,ESM2G Sea Surface Height,9/2/2015 15:05
439,jnanteza,ESM2G Sea Surface Height,9/2/2015 15:06
440,ochimborazo,ESM2G Sea Surface Height,9/3/2015 15:11
441,lei,ESM2G Surface Downwelling Longwave Radiation,9/1/2015 11:17
442,lei,ESM2G Surface Upwelling Longwave Radiation,9/1/2015 12:09
443,lei,ESM2G Surface Upwelling Longwave Radiation,9/1/2015 12:09
444,cmartinezvi,ESM2G TOA Incident Shortwave Radiation,9/3/2015 15:25
445,jgristey,ESM2G TOA Incident Shortwave Radiation,9/3/2015 15:26
446,cmartinezvi,ESM2G TOA Incident Shortwave Radiation,9/3/2015 15:26
447,lei,ESM2G TOA Outgoing Longwave Radiation,9/1/2015 12:04
448,lei,ESM2G TOA Outgoing Longwave Radiation,9/1/2015 12:05
449,lei,ESM2G TOA Outgoing Longwave Radiation,9/1/2015 12:09
450,ochimborazo,ESM2G TOA Outgoing Clear-Sky Longwave Radiation,9/2/2015 14:55
451,htseng,ESM2G TOA Outgoing Clear-Sky Shortwave Radiation,9/2/2015 14:38
452,ksauter,ESM2G TOA Outgoing Clear-Sky Shortwave Radiation,9/2/2015 14:41
453,emaroon,ESM2G TOA Outgoing Clear-Sky Shortwave Radiation,9/2/2015 14:46
454,jnanteza,ESM2G TOA Outgoing Clear-Sky Shortwave Radiation,9/2/2015 15:01
455,admin,ESM2G Air Temperature,9/1/2015 09:29
456,lei,ESM2G Air Temperature,9/1/2015 11:04
457,lei,ESM2G Air Temperature,9/1/2015 11:04
458,lei,ESM2G Air Temperature,9/1/2015 11:04
459,czhai,ESM2G Air Temperature,9/1/2015 11:04
460,lei,ESM2G Air Temperature,9/1/2015 11:05
461,czhai,ESM2G Air Temperature,9/1/2015 11:08
462,lei,ESM2G Air Temperature,9/1/2015 11:32
463,lei,ESM2G Air Temperature,9/1/2015 11:33
464,lei,ESM2G Air Temperature,9/1/2015 11:36
465,lei,ESM2G Air Temperature,9/1/2015 12:17
466,lei,ESM2G Air Temperature,9/1/2015 12:17
467,lei,ESM2G Air Temperature,9/1/2015 12:18
468,lei,ESM2G Air Temperature,9/1/2015 12:18
469,lei,ESM2G Air Temperature,9/1/2015 12:18
470,lei,ESM2G Air Temperature,9/1/2015 12:20
471,lei,ESM2G Air Temperature,9/1/2015 12:20
472,lei,ESM2G Air Temperature,9/1/2015 12:21
473,lei,ESM2G Air Temperature,9/1/2015 12:22
474,lei,ESM2G Air Temperature,9/1/2015 12:25
475,admin,ESM2G Air Temperature,9/1/2015 12:54
476,jteixeira,ESM2G Air Temperature,9/1/2015 13:19
477,lei,ESM2G Air Temperature,9/1/2015 13:25
478,lei,ESM2G Air Temperature,9/1/2015 13:37
479,btang,ESM2G Air Temperature,9/1/2015 13:43
480,jteixeira,ESM2G Air Temperature,9/1/2015 14:29
481,nkille,ESM2G Air Temperature,9/1/2015 15:20
482,caquilinger,ESM2G Air Temperature,9/1/2015 15:54
483,caquilinger,ESM2G Air Temperature,9/1/2015 15:54
484,caquilinger,ESM2G Air Temperature,9/1/2015 15:56
485,kzhang,ESM2G Air Temperature,9/1/2015 21:05
486,dzermenodia,ESM2G Air Temperature,9/2/2015 09:00
487,cmartinezvi,ESM2G Air Temperature,9/2/2015 09:01
488,mclavner,ESM2G Air Temperature,9/2/2015 09:03
489,mclavner,ESM2G Air Temperature,9/2/2015 09:04
490,hwei,ESM2G Air Temperature,9/2/2015 09:17
491,gmarques,ESM2G Air Temperature,9/2/2015 11:07
492,mroge,ESM2G Air Temperature,9/2/2015 11:18
493,mroge,ESM2G Air Temperature,9/2/2015 11:19
494,mroge,ESM2G Air Temperature,9/2/2015 11:19
495,czhai,ESM2G Specific Humidity,9/1/2015 11:04
496,czhai,ESM2G Specific Humidity,9/1/2015 11:08
497,ochimborazo,ESM2G Specific Humidity,9/1/2015 21:28
498,admin,ESM2G Specific Humidity,9/1/2015 21:45
499,admin,ESM2G Specific Humidity,9/1/2015 14:45
500,lei,ESM2G Cloud Ice Water Content,9/1/2015 12:55
501,lei,ESM2G Vertical Wind Velocity,9/1/2015 11:23
502,jteixeira,ESM2G Vertical Wind Velocity,9/1/2015 13:43
503,jteixeira,ESM2G Vertical Wind Velocity,9/1/2015 13:45
504,jteixeira,ESM2G Vertical Wind Velocity,9/1/2015 13:46
505,jteixeira,ESM2G Vertical Wind Velocity,9/1/2015 13:46
506,fpolverari,ESM2G Vertical Wind Velocity,9/1/2015 17:50
507,fcannon,ESM2G Vertical Wind Velocity,9/2/2015 12:00
508,czhai,ESM2G Relative Humidity,9/1/2015 00:11
509,czhai,ESM2G Relative Humidity,9/1/2015 11:04
510,czhai,ESM2G Relative Humidity,9/1/2015 11:08
511,btang,E2-H Precipitation Flux,9/1/2015 10:46
512,admin,E2-H Precipitation Flux,9/1/2015 10:55
513,fcannon,E2-H Precipitation Flux,9/1/2015 16:19
514,jbrodie,E2-H Precipitation Flux,9/1/2015 16:30
515,jbrodie,E2-H Precipitation Flux,9/1/2015 16:39
516,fcannon,E2-H Precipitation Flux,9/1/2015 16:40
517,jbrodie,E2-H Precipitation Flux,9/1/2015 17:17
518,jbrodie,E2-H Precipitation Flux,9/1/2015 17:17
519,fpolverari,E2-H Precipitation Flux,9/1/2015 17:26
520,jbrodie,E2-H Precipitation Flux,9/1/2015 17:27
521,fpolverari,E2-H Precipitation Flux,9/1/2015 17:30
522,fcannon,E2-H Precipitation Flux,9/1/2015 18:22
523,fpolverari,E2-H Precipitation Flux,9/1/2015 21:46
524,fpolverari,E2-H Precipitation Flux,9/1/2015 21:46
525,fpolverari,E2-H Precipitation Flux,9/1/2015 21:46
526,mclavner,E2-H Precipitation Flux,9/2/2015 09:04
527,fcannon,E2-H Precipitation Flux,9/2/2015 16:25
528,fcannon,E2-H Precipitation Flux,9/2/2015 16:25
529,fcannon,E2-H Precipitation Flux,9/2/2015 16:27
530,fcannon,E2-H Precipitation Flux,9/2/2015 16:31
531,dzermenodia,E2-H Precipitation Flux,9/3/2015 08:08
532,dzermenodia,E2-H Precipitation Flux,9/3/2015 08:22
533,dzermenodia,E2-H Precipitation Flux,9/3/2015 10:05
534,btang,E2-H Precipitation Flux,9/3/2015 15:10
535,btang,E2-H Precipitation Flux,9/3/2015 15:24
536,fpolverari,E2-H Precipitation Flux,9/3/2015 16:06
537,jbrodie,E2-H Precipitation Flux,9/3/2015 16:13
538,admin,E2-H Total Cloud Fraction,9/1/2015 10:55
539,fpolverari,E2-H Total Cloud Fraction,9/1/2015 17:32
540,jbrodie,E2-H Total Cloud Fraction,9/3/2015 15:04
541,jbrodie,E2-H Total Cloud Fraction,9/3/2015 15:04
542,jbrodie,E2-H Total Cloud Fraction,9/3/2015 15:04
543,jbrodie,E2-H Total Cloud Fraction,9/3/2015 15:07
544,jbrodie,E2-H Total Cloud Fraction,9/3/2015 15:14
545,jbrodie,E2-H Total Cloud Fraction,9/3/2015 15:16
546,jbrodie,E2-H Total Cloud Fraction,9/3/2015 15:16
547,dzermenodia,E2-H Total Cloud Fraction,9/3/2015 16:11
548,dzermenodia,E2-H Total Cloud Fraction,9/3/2015 16:15
549,dzermenodia,E2-H Total Cloud Fraction,9/3/2015 16:15
550,lei,E2-H Surface Temperature,9/1/2015 12:09
551,lei,E2-H Sea Surface Temperature,9/1/2015 11:18
552,lei,E2-H Sea Surface Temperature,9/1/2015 11:18
553,fcannon,E2-H Sea Surface Temperature,9/1/2015 16:40
554,fcannon,E2-H Sea Surface Temperature,9/1/2015 18:23
555,fcannon,E2-H Sea Surface Temperature,9/2/2015 16:25
556,fcannon,E2-H Sea Surface Temperature,9/2/2015 16:25
557,jbrodie,E2-H TOA Outgoing Longwave Radiation,9/3/2015 15:04
558,jbrodie,E2-H TOA Outgoing Longwave Radiation,9/3/2015 15:04
559,jbrodie,E2-H TOA Outgoing Longwave Radiation,9/3/2015 15:04
560,jbrodie,E2-H TOA Outgoing Longwave Radiation,9/3/2015 15:07
561,jbrodie,E2-H TOA Outgoing Longwave Radiation,9/3/2015 15:14
562,jbrodie,E2-H TOA Outgoing Longwave Radiation,9/3/2015 15:16
563,jbrodie,E2-H TOA Outgoing Longwave Radiation,9/3/2015 15:16
564,lei,E2-H Air Temperature,9/1/2015 13:03
565,lei,E2-H Air Temperature,9/1/2015 13:04
566,lei,E2-H Cloud Ice Water Content,9/1/2015 12:09
567,btang,E2-R Precipitation Flux,9/1/2015 10:46
568,lei,E2-R Precipitation Flux,9/1/2015 11:03
569,jbrodie,E2-R Precipitation Flux,9/1/2015 16:38
570,jbrodie,E2-R Precipitation Flux,9/1/2015 17:17
571,jteixeira,E2-R Precipitation Flux,9/2/2015 10:36
572,mroge,E2-R Precipitation Flux,9/2/2015 11:19
573,fcannon,E2-R Precipitation Flux,9/2/2015 16:33
574,dzermenodia,E2-R Precipitation Flux,9/3/2015 08:09
575,dzermenodia,E2-R Precipitation Flux,9/3/2015 10:05
576,btang,E2-R Precipitation Flux,9/3/2015 15:04
577,fpolverari,E2-R Precipitation Flux,9/3/2015 16:07
578,dzermenodia,E2-R Total Cloud Fraction,9/3/2015 16:12
579,dzermenodia,E2-R Total Cloud Fraction,9/3/2015 16:16
580,fcannon,E2-R Sea Surface Temperature,9/1/2015 18:26
581,btang,E2-R Cloud Liquid Water Content,9/1/2015 20:11
582,czhai,CAM5 Precipitation Flux,9/1/2015 00:23
583,fcannon,CAM5 Precipitation Flux,9/1/2015 14:18
584,jnanteza,CAM5 Precipitation Flux,9/1/2015 15:18
585,fcannon,CAM5 Precipitation Flux,9/1/2015 16:20
586,jbrodie,CAM5 Precipitation Flux,9/1/2015 16:34
587,jbrodie,CAM5 Precipitation Flux,9/1/2015 17:08
588,jbrodie,CAM5 Precipitation Flux,9/1/2015 17:27
589,jbrodie,CAM5 Precipitation Flux,9/1/2015 17:28
590,fcannon,CAM5 Precipitation Flux,9/2/2015 16:32
591,dzermenodia,CAM5 Precipitation Flux,9/3/2015 08:09
592,dzermenodia,CAM5 Precipitation Flux,9/3/2015 10:16
593,fpolverari,CAM5 Precipitation Flux,9/3/2015 16:07
594,nkille,CAM5 Total Cloud Fraction,9/1/2015 15:15
595,jbrodie,CAM5 Total Cloud Fraction,9/3/2015 14:26
596,jbrodie,CAM5 Total Cloud Fraction,9/3/2015 15:17
597,jbrodie,CAM5 Total Cloud Fraction,9/3/2015 15:18
598,jbrodie,CAM5 Total Cloud Fraction,9/3/2015 15:18
599,dzermenodia,CAM5 Total Cloud Fraction,9/3/2015 16:12
600,dzermenodia,CAM5 Total Cloud Fraction,9/3/2015 16:16
601,fcannon,CAM5 Sea Surface Temperature,9/1/2015 16:41
602,fcannon,CAM5 Sea Surface Temperature,9/1/2015 16:43
603,fcannon,CAM5 Sea Surface Temperature,9/1/2015 18:23
604,jbrodie,CAM5 TOA Outgoing Longwave Radiation,9/3/2015 14:27
605,jbrodie,CAM5 TOA Outgoing Longwave Radiation,9/3/2015 15:17
606,jbrodie,CAM5 TOA Outgoing Longwave Radiation,9/3/2015 15:18
607,jbrodie,CAM5 TOA Outgoing Longwave Radiation,9/3/2015 15:18
608,czhai,CAM5 Cloud Ice Water Content,9/1/2015 00:17
609,czhai,CAM5 Cloud Ice Water Content,9/1/2015 00:21
610,fcannon,NORESM Precipitation Flux,9/1/2015 16:21
611,jbrodie,NORESM Precipitation Flux,9/1/2015 16:32
612,fcannon,NORESM Precipitation Flux,9/1/2015 16:43
613,jbrodie,NORESM Precipitation Flux,9/1/2015 17:27
614,fcannon,NORESM Precipitation Flux,9/2/2015 16:32
615,dzermenodia,NORESM Precipitation Flux,9/3/2015 08:09
616,dzermenodia,NORESM Precipitation Flux,9/3/2015 10:17
617,fpolverari,NORESM Precipitation Flux,9/3/2015 16:07
618,dzermenodia,NORESM Precipitation Flux,9/3/2015 16:13
619,dzermenodia,NORESM Precipitation Flux,9/3/2015 16:13
620,dzermenodia,NORESM Total Cloud Fraction,9/3/2015 16:14
621,dzermenodia,NORESM Total Cloud Fraction,9/3/2015 16:35
622,fcannon,NORESM Sea Surface Temperature,9/1/2015 16:43
623,fcannon,NORESM Sea Surface Temperature,9/1/2015 18:24
624,czhai,NORESM Air Temperature,9/1/2015 11:11
625,czhai,NORESM Air Temperature,9/1/2015 11:20
626,czhai,NORESM Air Temperature,9/1/2015 11:21
627,czhai,NORESM Specific Humidity,9/1/2015 11:11
628,czhai,NORESM Specific Humidity,9/1/2015 11:20
629,czhai,NORESM Specific Humidity,9/1/2015 11:21
630,czhai,NORESM Relative Humidity,9/1/2015 11:11
631,czhai,NORESM Relative Humidity,9/1/2015 11:20
632,czhai,NORESM Relative Humidity,9/1/2015 11:21
633,btang,CANAM4 Precipitation Flux,9/1/2015 10:46
634,jbrodie,CANAM4 Precipitation Flux,9/1/2015 16:06
635,jbrodie,CANAM4 Precipitation Flux,9/1/2015 16:14
636,jbrodie,CANAM4 Precipitation Flux,9/1/2015 16:17
637,jbrodie,CANAM4 Precipitation Flux,9/1/2015 16:19
638,jbrodie,CANAM4 Precipitation Flux,9/1/2015 16:56
639,jbrodie,CANAM4 Total Cloud Fraction,9/1/2015 16:01
640,jbrodie,CANAM4 Total Cloud Fraction,9/1/2015 16:02
641,lei,CANAM4 Air Temperature,9/1/2015 11:05
642,jbrodie,MK3.6 Precipitation Flux,9/1/2015 16:57
643,admin,MK3.6 Near-Surface Wind Speed,9/3/2015 13:10
644,admin,MK3.6 Cloud Ice Water Content,9/3/2015 13:11
645,lei,CM3 Precipitation Flux,9/1/2015 10:26
646,jbrodie,CM3 Precipitation Flux,9/1/2015 16:57
647,fcannon,CM3 Precipitation Flux,9/2/2015 16:28
648,fcannon,CM3 Surface Temperature,9/2/2015 16:27
649,fcannon,CM3 Surface Temperature,9/2/2015 16:28
650,jbrodie,CM5A-LR Precipitation Flux,9/1/2015 16:57
651,jbrodie,MIROC5 Precipitation Flux,9/1/2015 16:57
652,jbrodie,MIROC5 Precipitation Flux,9/1/2015 16:58
653,jbrodie,MIROC5 Precipitation Flux,9/1/2015 16:58
654,jbrodie,MIROC5 Precipitation Flux,9/1/2015 16:58
655,lei,MIROC5 Surface Downwelling Longwave Radiation,9/1/2015 12:14
656,lei,MIROC5 Relative Humidity,9/1/2015 12:14
657,fcannon,GRACE Equivalent Water Height Over Land,9/1/2015 14:26
658,fcannon,GRACE Equivalent Water Height Over Land,9/1/2015 14:27
659,nkille,GRACE Equivalent Water Height Over Land,9/1/2015 15:13
660,nkille,GRACE Equivalent Water Height Over Land,9/1/2015 15:14
661,nkille,GRACE Equivalent Water Height Over Land,9/1/2015 15:15
662,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 15:41
663,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 15:42
664,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 15:42
665,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 15:42
666,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 15:44
667,rbuchholz,GRACE Equivalent Water Height Over Land,9/1/2015 15:47
668,rbuchholz,GRACE Equivalent Water Height Over Land,9/1/2015 15:48
669,rbuchholz,GRACE Equivalent Water Height Over Land,9/1/2015 15:48
670,nkille,GRACE Equivalent Water Height Over Land,9/1/2015 15:49
671,kwillmot,GRACE Equivalent Water Height Over Land,9/1/2015 15:49
672,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 15:50
673,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 15:50
674,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 15:52
675,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 15:52
676,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 15:53
677,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 15:54
678,jteixeira,GRACE Equivalent Water Height Over Land,9/1/2015 15:55
679,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 15:55
680,jteixeira,GRACE Equivalent Water Height Over Land,9/1/2015 15:56
681,btang,GRACE Equivalent Water Height Over Land,9/1/2015 15:57
682,emaroon,GRACE Equivalent Water Height Over Land,9/1/2015 15:57
683,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 15:58
684,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 15:58
685,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 15:59
686,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 15:59
687,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:00
688,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:00
689,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:01
690,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:02
691,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:02
692,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 16:02
693,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:02
694,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:02
695,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:04
696,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:03
697,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:04
698,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:06
699,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:07
700,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:07
701,kwillmot,GRACE Equivalent Water Height Over Land,9/1/2015 16:08
702,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:08
703,kwillmot,GRACE Equivalent Water Height Over Land,9/1/2015 16:08
704,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:09
705,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:12
706,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:13
707,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:13
708,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 16:14
709,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 16:18
710,jteixeira,GRACE Equivalent Water Height Over Land,9/1/2015 16:19
711,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:19
712,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:20
713,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:21
714,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:22
715,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:22
716,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:22
717,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:24
718,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:25
719,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:25
720,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:25
721,rbuchholz,GRACE Equivalent Water Height Over Land,9/1/2015 16:26
722,rbuchholz,GRACE Equivalent Water Height Over Land,9/1/2015 16:26
723,rbuchholz,GRACE Equivalent Water Height Over Land,9/1/2015 16:26
724,rbuchholz,GRACE Equivalent Water Height Over Land,9/1/2015 16:26
725,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:26
726,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 16:26
727,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:26
728,jteixeira,GRACE Equivalent Water Height Over Land,9/1/2015 16:26
729,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:26
730,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 16:27
731,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 16:28
732,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 16:28
733,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 16:29
734,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:30
735,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:31
736,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:32
737,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:32
738,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:35
739,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:38
740,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:39
741,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:44
742,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 16:57
743,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:57
744,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:58
745,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 16:58
746,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:59
747,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 16:59
748,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:59
749,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 16:59
750,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 17:00
751,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 17:00
752,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 17:00
753,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 17:00
754,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 17:01
755,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 17:01
756,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 17:01
757,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 17:01
758,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 17:02
759,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 17:02
760,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 17:03
761,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 17:03
762,jnanteza,GRACE Equivalent Water Height Over Land,9/1/2015 17:04
763,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 17:05
764,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 17:05
765,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 17:05
766,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 17:09
767,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 17:10
768,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 17:10
769,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 17:11
770,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 17:12
771,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 17:12
772,kneff,GRACE Equivalent Water Height Over Land,9/1/2015 17:12
773,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 17:16
774,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 17:17
775,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 17:18
776,nkille,GRACE Equivalent Water Height Over Land,9/1/2015 17:18
777,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 17:19
778,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 17:19
779,nkille,GRACE Equivalent Water Height Over Land,9/1/2015 17:19
780,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 17:19
781,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 17:19
782,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 17:19
783,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 17:20
784,nkille,GRACE Equivalent Water Height Over Land,9/1/2015 17:20
785,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 17:20
786,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 17:20
787,htseng,GRACE Equivalent Water Height Over Land,9/1/2015 17:20
788,nkille,GRACE Equivalent Water Height Over Land,9/1/2015 17:20
789,nkille,GRACE Equivalent Water Height Over Land,9/1/2015 17:21
790,nkille,GRACE Equivalent Water Height Over Land,9/1/2015 17:22
791,nkille,GRACE Equivalent Water Height Over Land,9/1/2015 17:23
792,mlinz,GRACE Equivalent Water Height Over Land,9/1/2015 17:44
793,nkille,GRACE Equivalent Water Height Over Land,9/1/2015 18:05
794,btang,GRACE Equivalent Water Height Over Land,9/1/2015 21:47
795,btang,GRACE Equivalent Water Height Over Land,9/1/2015 21:57
796,btang,GRACE Equivalent Water Height Over Land,9/1/2015 21:58
797,btang,GRACE Equivalent Water Height Over Land,9/1/2015 21:59
798,caquilinger,GRACE Equivalent Water Height Over Land,9/1/2015 22:01
799,fpolverari,GRACE Equivalent Water Height Over Land,9/1/2015 22:03
800,btang,GRACE Equivalent Water Height Over Land,9/2/2015 06:50
801,btang,GRACE Equivalent Water Height Over Land,9/2/2015 06:51
802,btang,GRACE Equivalent Water Height Over Land,9/2/2015 06:52
803,btang,GRACE Equivalent Water Height Over Land,9/2/2015 06:56
804,btang,GRACE Equivalent Water Height Over Land,9/2/2015 08:22
805,btang,GRACE Equivalent Water Height Over Land,9/2/2015 08:34
806,btang,GRACE Equivalent Water Height Over Land,9/2/2015 08:35
807,jteixeira,GRACE Equivalent Water Height Over Land,9/2/2015 10:37
808,rbuchholz,GRACE Equivalent Water Height Over Land,9/2/2015 12:21
809,rbuchholz,GRACE Equivalent Water Height Over Land,9/2/2015 12:21
810,rbuchholz,GRACE Equivalent Water Height Over Land,9/2/2015 12:22
811,rbuchholz,GRACE Equivalent Water Height Over Land,9/2/2015 12:22
812,rbuchholz,GRACE Equivalent Water Height Over Land,9/2/2015 12:22
813,rbuchholz,GRACE Equivalent Water Height Over Land,9/2/2015 12:22
814,rbuchholz,GRACE Equivalent Water Height Over Land,9/2/2015 12:23
815,rbuchholz,GRACE Equivalent Water Height Over Land,9/2/2015 12:23
816,rbuchholz,GRACE Equivalent Water Height Over Land,9/2/2015 12:23
817,rbuchholz,GRACE Equivalent Water Height Over Land,9/2/2015 12:23
818,rbuchholz,GRACE Equivalent Water Height Over Land,9/2/2015 12:23
819,rbuchholz,GRACE Equivalent Water Height Over Land,9/2/2015 12:23
820,rbuchholz,GRACE Equivalent Water Height Over Land,9/2/2015 12:24
821,rbuchholz,GRACE Equivalent Water Height Over Land,9/2/2015 12:24
822,jnanteza,GRACE Equivalent Water Height Over Land,9/2/2015 21:35
823,jnanteza,GRACE Equivalent Water Height Over Land,9/2/2015 21:36
824,jnanteza,GRACE Equivalent Water Height Over Land,9/2/2015 21:37
825,jnanteza,GRACE Equivalent Water Height Over Land,9/3/2015 10:06
826,jnanteza,GRACE Equivalent Water Height Over Land,9/3/2015 10:18
827,jnanteza,GRACE Equivalent Water Height Over Land,9/3/2015 10:23
828,jnanteza,GRACE Equivalent Water Height Over Land,9/3/2015 10:25
829,jnanteza,GRACE Equivalent Water Height Over Land,9/3/2015 10:26
830,jnanteza,GRACE Equivalent Water Height Over Land,9/3/2015 10:28
831,jnanteza,GRACE Equivalent Water Height Over Land,9/3/2015 10:30
832,jnanteza,GRACE Equivalent Water Height Over Land,9/3/2015 10:31
833,jnanteza,GRACE Equivalent Water Height Over Land,9/3/2015 10:32
834,jnanteza,GRACE Equivalent Water Height Over Land,9/3/2015 10:33
835,jnanteza,GRACE Equivalent Water Height Over Land,9/3/2015 10:33
